ID,DATE_START,SEMESTER_ID,CLASS_ID,USER_ID,CONSISTENCY,ASSESSMENT_TYPE,ASSESSMENTS_ID,EXERCISE_ID,STRENGTH,CERTIFIER,ASSERTIV_VALUE,CNT_CHARS,CNT_KEYSTROKES
85,2023-04-10,2022-2,485,4282,True,Lab 2,4477,2973,Strong,1.0,0.8721461187214612,191,219
86,2023-04-10,2022-2,485,4282,True,Lab 2,4477,2975,Strong,1.0,0.9406392694063926,206,219
87,2023-04-10,2022-2,485,4282,True,Lab 2,4477,3334,Strong,1.0,0.6550218340611353,450,687
88,2023-04-10,2022-2,485,4282,True,Lab 2,4477,5955,Strong,1.0134529147982063,0.9515789473684211,452,475
89,2023-05-03,2022-2,485,4282,True,Lab 3,4553,1117,Strong,1.0046349942062573,0.5764627659574468,867,1504
90,2023-05-03,2022-2,485,4282,True,Lab 3,4553,1487,Strong,1.0139581256231307,0.15337053234806214,1017,6631
91,2023-05-03,2022-2,485,4282,True,Lab 3,4553,3039,Strong,1.0478468899521531,0.8902439024390244,219,246
92,2023-05-03,2022-2,485,4282,True,Lab 3,4553,3056,Strong,1.0059701492537314,0.9387186629526463,337,359
93,2023-05-03,2022-2,485,4282,True,Lab 3,4553,5233,Strong,1.0,1.0,168,168
94,2023-05-03,2022-2,485,4282,True,Lab 3,4553,5239,Strong,1.0,0.9045936395759717,256,283
95,2023-05-03,2022-2,485,4282,True,Lab 3,4553,5241,Strong,1.006472491909385,0.9628482972136223,311,323
96,2023-05-03,2022-2,485,4282,True,Lab 3,4553,5259,Strong,1.0052083333333333,0.8894009216589862,386,434
97,2023-05-03,2022-2,485,4282,True,Lab 3,4553,6093,Strong,1.0048192771084337,0.9205298013245033,834,906
98,2023-05-03,2022-2,485,4282,True,Lab 3,4553,6094,Strong,1.0077821011673151,0.7617647058823529,518,680
99,2023-05-03,2022-2,485,4282,True,Lab 3,4553,6095,Strong,1.0,0.9197080291970803,252,274
100,2023-05-03,2022-2,485,4282,True,Lab 3,4553,6104,Strong,1.0,0.9327731092436975,222,238
101,2023-05-08,2022-2,485,4282,True,TP 3,4610,3036,Strong,1.0,0.9271844660194175,191,206
102,2023-05-08,2022-2,485,4282,True,TP 3,4610,6070,Strong,1.0,0.9043478260869565,104,115
103,2023-05-08,2022-2,485,4282,True,TP 3,4610,6124,Strong,1.0,0.8892045454545454,313,352
104,2023-05-08,2022-2,485,4282,True,TP 3,4610,6150,Strong,1.0,0.9097222222222222,131,144
105,2023-05-17,2022-2,485,4282,True,Lab 4,4629,5287,Strong,0.9954128440366973,0.6439169139465876,217,337
106,2023-05-17,2022-2,485,4282,True,Lab 4,4629,5305,Strong,1.0,0.5384615384615384,147,273
107,2023-05-15,2022-2,485,4282,True,Lab 4,4629,6042,Strong,0.9948717948717949,0.5495750708215298,194,353
108,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6044,Strong,1.0271493212669682,0.37458745874587457,227,606
109,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6048,Strong,1.0,0.9622641509433962,102,106
110,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6050,Strong,1.0,0.9343065693430657,128,137
111,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6051,Strong,1.015748031496063,0.7865853658536586,129,164
112,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6085,Strong,1.0,0.49489795918367346,291,588
113,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6193,Strong,1.0,0.53125,102,192
114,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6194,Strong,1.0,0.5197368421052632,158,304
115,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6195,Strong,0.0,0.0,195,0
116,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6215,Strong,1.0,0.3695652173913043,136,368
117,2023-05-17,2022-2,485,4282,True,Lab 4,4629,6224,Strong,1.0026315789473683,0.8300653594771242,381,459
118,2023-05-22,2022-2,485,4282,True,TP 4,4673,6212,Strong,1.0,0.946969696969697,125,132
119,2023-05-22,2022-2,485,4282,True,TP 4,4673,6222,Strong,1.0,0.6473684210526316,123,190
120,2023-05-22,2022-2,485,4282,True,TP 4,4673,6246,Strong,1.0,0.9365079365079365,118,126
121,2023-05-24,2022-2,485,4282,True,Lab 5,4697,1186,Strong,1.0207612456747406,0.3876478318002628,295,761
122,2023-05-27,2022-2,485,4282,True,Lab 5,4697,1605,Strong,1.008695652173913,0.1298265249020705,232,1787
123,2023-05-28,2022-2,485,4282,True,Lab 5,4697,1614,Strong,1.0189125295508275,0.5855978260869565,431,736
124,2023-05-28,2022-2,485,4282,True,Lab 5,4697,1621,Strong,1.0,0.7576271186440678,447,590
125,2023-05-28,2022-2,485,4282,True,Lab 5,4697,6250,Strong,1.0,0.547945205479452,400,730
126,2023-05-29,2022-2,485,4282,True,Lab 5,4697,6251,Strong,1.6442307692307692,0.0,171,519
127,2023-05-26,2022-2,485,4282,True,Lab 5,4697,6259,Strong,1.608695652173913,0.0,259,629
128,2023-05-27,2022-2,485,4282,True,Lab 5,4697,6260,Strong,1.0063492063492063,0.9005681818181818,317,352
129,2023-05-27,2022-2,485,4282,True,Lab 5,4697,6264,Strong,1.0,0.5163636363636364,142,275
130,2023-05-24,2022-2,485,4282,True,Lab 5,4697,6270,Strong,1.0103092783505154,0.8672566371681416,196,226
131,2023-05-26,2022-2,485,4282,True,Lab 5,4697,6271,Strong,1.0093896713615023,0.13247073321010475,215,1623
132,2023-05-24,2022-2,485,4282,True,Lab 5,4697,6272,Strong,1.0449438202247192,0.8857142857142857,93,105
133,2023-05-24,2022-2,485,4282,True,Lab 5,4697,6273,Strong,1.0,0.508641975308642,412,810
134,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1223,Strong,1.0,0.36792452830188677,117,318
135,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1226,Strong,1.037037037037037,0.43478260869565216,280,644
136,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1227,Strong,1.0206185567010309,0.8839285714285714,99,112
137,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1639,Strong,1.0,0.11202365308804205,341,3044
138,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1649,Strong,1.0,0.7445544554455445,376,505
139,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2563,Strong,2.231707317073171,0.0,183,841
140,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2584,Strong,1.013793103448276,0.47115384615384615,147,312
141,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2588,Strong,1.0098522167487685,0.8798283261802575,205,233
142,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2844,Strong,1.0,0.7692307692307693,160,208
143,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2853,Strong,1.0,0.7281553398058253,150,206
144,2023-06-14,2022-2,485,4282,True,Lab 6,4757,3189,Strong,1.0,0.47746781115879827,445,932
145,2023-06-07,2022-2,485,4282,True,Lab 6,4757,6353,Strong,1.0,0.8796296296296297,95,108
146,2023-06-07,2022-2,485,4282,True,Lab 6,4757,6354,Strong,1.0376175548589341,0.4748923959827834,331,697
147,2023-06-14,2022-2,485,4282,True,Lab 6,4757,6355,Strong,1.1147540983606556,0.17941952506596306,272,1516
148,2023-06-19,2022-2,485,4282,True,TP 6,4797,1648,Strong,1.0,0.920265780730897,277,301
149,2023-06-19,2022-2,485,4282,True,TP 6,4797,6359,Strong,1.0,0.8260869565217391,95,115
150,2023-06-19,2022-2,485,4282,True,TP 6,4797,6381,Strong,1.0,0.8718861209964412,245,281
151,2023-06-19,2022-2,485,4282,True,TP 6,4797,6394,Strong,1.0,0.7009345794392523,150,214
152,2023-03-27,2022-2,485,4399,True,Lab 1,4399,2895,Strong,1.0,0.31833910034602075,184,578
153,2023-03-29,2022-2,485,4399,True,Lab 1,4399,2938,Strong,1.0,0.8333333333333334,150,180
154,2023-04-03,2022-2,485,4399,True,Lab 1,4399,4236,Strong,1.0,0.6504854368932039,201,309
155,2023-04-05,2022-2,485,4399,True,TP 1,4452,2301,Strong,1.0125786163522013,0.8846153846153846,161,182
156,2023-04-05,2022-2,485,4399,True,TP 1,4452,5168,Strong,1.0,0.6501901140684411,171,263
157,2023-04-05,2022-2,485,4399,True,TP 1,4452,5918,Strong,1.0,0.873015873015873,55,63
158,2023-04-05,2022-2,485,4399,True,TP 1,4452,5929,Strong,1.0208333333333333,0.8032786885245902,196,244
159,2023-04-12,2022-2,485,4399,True,Lab 2,4477,1391,Strong,1.0213903743315509,0.7519685039370079,191,254
160,2023-04-12,2022-2,485,4399,True,Lab 2,4477,1395,Strong,1.0257234726688103,0.7333333333333333,319,435
161,2023-04-12,2022-2,485,4399,True,Lab 2,4477,1397,Strong,1.0146520146520146,0.5018115942028986,277,552
162,2023-04-12,2022-2,485,4399,True,Lab 2,4477,2445,Strong,1.0076335877862594,0.8198757763975155,264,322
163,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2449,Strong,1.0,1.0,247,247
164,2023-04-10,2022-2,485,4399,True,Lab 2,4477,2703,Strong,1.027027027027027,0.8837209302325582,76,86
165,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2967,Strong,1.0,0.9371584699453552,343,366
166,2023-04-12,2022-2,485,4399,True,Lab 2,4477,2969,Strong,1.005050505050505,0.7523629489603024,398,529
167,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2970,Strong,1.0,0.9418604651162791,162,172
168,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2971,Strong,1.0,0.8416666666666667,202,240
169,2023-04-15,2022-2,485,4399,True,Lab 2,4477,2973,Strong,1.0,0.2875722543352601,199,692
170,2023-04-12,2022-2,485,4399,True,Lab 2,4477,2975,Strong,1.0134680134680134,0.887905604719764,301,339
171,2023-04-18,2022-2,485,4399,True,Lab 2,4477,3334,Strong,1.0,0.3446327683615819,366,1062
172,2023-04-12,2022-2,485,4399,True,Lab 2,4477,5955,Strong,1.0032894736842106,0.754017305315204,610,809
173,2023-04-19,2022-2,485,4399,True,TP 2,4526,3386,Strong,1.0346820809248556,0.8364485981308412,179,214
174,2023-04-19,2022-2,485,4399,True,TP 2,4526,5950,Strong,1.0124223602484472,0.8739946380697051,326,373
175,2023-04-19,2022-2,485,4399,True,TP 2,4526,5999,Strong,1.0,0.8286713286713286,237,286
176,2023-04-19,2022-2,485,4399,True,TP 2,4526,6008,Strong,1.0,0.7453703703703703,161,216
177,2023-04-25,2022-2,485,4399,True,Lab 3,4553,1117,Strong,1.0,0.047829738421516214,2335,48819
178,2023-04-24,2022-2,485,4399,True,Lab 3,4553,1487,Strong,1.0,0.27089337175792505,1034,3817
179,2023-04-24,2022-2,485,4399,True,Lab 3,4553,3039,Strong,1.0168067226890756,0.9063670411985019,242,267
180,2023-04-24,2022-2,485,4399,True,Lab 3,4553,3056,Strong,1.0114285714285713,0.8655256723716381,354,409
181,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5233,Strong,1.0579710144927537,0.7087378640776699,146,206
182,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5239,Strong,1.0,0.9257425742574258,187,202
183,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5241,Strong,1.0057142857142858,0.9263157894736842,352,380
184,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5259,Strong,1.0056179775280898,0.8668280871670703,358,413
185,2023-04-25,2022-2,485,4399,True,Lab 3,4553,6093,Strong,1.0,0.497737556561086,880,1768
186,2023-04-24,2022-2,485,4399,True,Lab 3,4553,6094,Strong,1.0,0.7040971168437026,464,659
187,2023-04-24,2022-2,485,4399,True,Lab 3,4553,6095,Strong,1.0,0.9321608040201005,371,398
188,2023-04-24,2022-2,485,4399,True,Lab 3,4553,6104,Strong,1.0340909090909092,0.8666666666666667,182,210
189,2023-05-13,2022-2,485,4399,True,Lab 4,4629,5287,Strong,1.0,1.0,350,350
190,2023-05-14,2022-2,485,4399,True,Lab 4,4629,5305,Strong,1.0,1.0,152,152
191,2023-05-12,2022-2,485,4399,True,Lab 4,4629,6042,Strong,1.0,0.7485714285714286,131,175
192,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6044,Strong,1.0,1.0,259,259
193,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6048,Strong,1.0,1.0,102,102
194,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6050,Strong,1.0,0.34701492537313433,186,536
195,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6051,Strong,1.0,1.0,208,208
196,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6085,Strong,1.0,0.48689516129032256,483,992
197,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6193,Strong,1.0,1.0,100,100
198,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6194,Strong,1.0,0.49034749034749037,127,259
199,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6195,Strong,1.0,0.3333333333333333,219,657
200,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6215,Strong,1.0,0.532,133,250
201,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6224,Strong,1.0,1.0,411,411
202,2023-05-22,2022-2,485,4399,True,TP 4,4673,6213,Strong,1.0,0.83125,133,160
203,2023-05-22,2022-2,485,4399,True,TP 4,4673,6221,Strong,1.0,0.7922077922077922,122,154
204,2023-05-22,2022-2,485,4399,True,TP 4,4673,6246,Strong,1.0,0.5123287671232877,187,365
205,2023-05-26,2022-2,485,4399,True,Lab 5,4697,1186,Strong,1.0,0.9716312056737588,685,705
206,2023-05-29,2022-2,485,4399,True,Lab 5,4697,1605,Strong,1.0,1.0,323,323
207,2023-05-29,2022-2,485,4399,True,Lab 5,4697,1614,Strong,1.0,1.0,711,711
208,2023-05-29,2022-2,485,4399,True,Lab 5,4697,1621,Strong,1.0,1.0,669,669
209,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6250,Strong,1.0,0.22831541218637993,637,2790
210,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6251,Strong,1.0,0.9959595959595959,493,495
211,2023-05-27,2022-2,485,4399,True,Lab 5,4697,6259,Strong,1.0,1.0,384,384
212,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6260,Strong,1.0,0.5053892215568863,422,835
213,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6264,Strong,1.0,0.5570247933884298,337,605
214,2023-05-25,2022-2,485,4399,True,Lab 5,4697,6270,Strong,1.0,0.22594594594594594,209,925
215,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6271,Strong,1.0,0.5989583333333334,460,768
216,2023-05-26,2022-2,485,4399,True,Lab 5,4697,6272,Strong,1.0,1.0,118,118
217,2023-05-25,2022-2,485,4399,True,Lab 5,4697,6273,Strong,1.0,0.5,460,920
218,2023-06-05,2022-2,485,4399,True,TP 5,4749,6312,Strong,1.0,0.7988980716253443,290,363
219,2023-06-05,2022-2,485,4399,True,TP 5,4749,6329,Strong,1.0,0.8294930875576036,180,217
220,2023-06-05,2022-2,485,4399,True,TP 5,4749,6339,Strong,1.0,0.8867924528301887,188,212
221,2023-06-05,2022-2,485,4399,True,TP 5,4749,6342,Strong,1.0,0.8617021276595744,162,188
222,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1223,Strong,1.015625,0.45614035087719296,130,285
223,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1227,Strong,1.0317460317460319,0.5058365758754864,130,257
224,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1639,Strong,1.007905138339921,0.5495689655172413,255,464
225,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1649,Strong,1.0153172866520788,0.4951974386339381,464,937
226,2023-06-14,2022-2,485,4399,True,Lab 6,4757,2563,Strong,1.0,0.6398809523809523,215,336
227,2023-06-07,2022-2,485,4399,True,Lab 6,4757,2588,Strong,1.011764705882353,0.5982608695652174,344,575
228,2023-06-14,2022-2,485,4399,True,Lab 6,4757,2844,Strong,1.0516129032258064,0.22893258426966293,163,712
229,2023-06-14,2022-2,485,4399,True,Lab 6,4757,2853,Strong,1.0,0.7704918032786885,141,183
230,2023-06-14,2022-2,485,4399,True,Lab 6,4757,3189,Strong,1.004381161007667,0.5291402192729371,917,1733
231,2023-06-07,2022-2,485,4399,True,Lab 6,4757,6353,Strong,1.0,0.8878504672897196,95,107
232,2023-06-07,2022-2,485,4399,True,Lab 6,4757,6354,Strong,1.0,0.5811051693404634,326,561
233,2023-06-14,2022-2,485,4399,True,Lab 6,4757,6355,Strong,1.0,0.0,207,934
234,2023-06-19,2022-2,485,4399,True,TP 6,4797,1640,Strong,1.0,0.6484018264840182,284,438
235,2023-06-19,2022-2,485,4399,True,TP 6,4797,6363,Strong,1.0,0.5314285714285715,93,175
236,2023-06-19,2022-2,485,4399,True,TP 6,4797,6380,Strong,1.0,0.722753346080306,378,523
237,2023-06-19,2022-2,485,4399,True,TP 6,4797,6382,Strong,1.011173184357542,0.7418032786885246,181,244
238,2023-05-08,2022-2,485,4502,True,TP 3,4610,3033,Strong,1.0,0.8192771084337349,136,166
239,2023-05-08,2022-2,485,4502,True,TP 3,4610,6075,Strong,1.0,0.8113207547169812,86,106
240,2023-05-08,2022-2,485,4502,True,TP 3,4610,6109,Strong,1.0,0.8814432989690721,171,194
241,2023-05-08,2022-2,485,4502,True,TP 3,4610,6152,Strong,1.0,0.8195488721804511,109,133
242,2023-03-27,2022-2,485,6119,True,Lab 1,4399,2895,Strong,1.0,0.9207317073170732,151,164
243,2023-03-27,2022-2,485,6119,True,Lab 1,4399,2938,Strong,1.0,0.8772727272727273,193,220
244,2023-03-27,2022-2,485,6119,True,Lab 1,4399,4236,Strong,1.0,0.7721518987341772,183,237
245,2023-04-13,2022-2,485,6119,True,TP 1,4452,2673,Strong,1.0,0.9844961240310077,127,129
246,2023-04-13,2022-2,485,6119,True,TP 1,4452,5164,Strong,1.0,0.910958904109589,133,146
247,2023-04-13,2022-2,485,6119,True,TP 1,4452,5917,Strong,1.0,1.0,55,55
248,2023-04-13,2022-2,485,6119,True,TP 1,4452,5931,Strong,1.0,0.9646017699115044,109,113
249,2023-04-10,2022-2,485,6119,True,Lab 2,4477,1391,Strong,1.0,0.9037037037037037,122,135
250,2023-04-10,2022-2,485,6119,True,Lab 2,4477,1395,Strong,1.0,0.8607594936708861,136,158
251,2023-04-10,2022-2,485,6119,True,Lab 2,4477,1397,Strong,1.0,0.9147286821705426,118,129
252,2023-04-10,2022-2,485,6119,True,Lab 2,4477,2445,Strong,1.0,0.8390804597701149,146,174
253,2023-04-13,2022-2,485,6119,True,Lab 2,4477,2449,Strong,1.0,0.0,220,888
